# Standard, non-uniform FFT-based periodogram
# Chosen Nyquist frequency: 0.2
# Rayleigh resolution: 0.00018885811529837266
# Detrended: True
# Trend type: linear
# Number of bootstrap iterations: 10000
# 5% FAP (bootstrap): 0.00012626450446025998
# 1% FAP (bootstrap): 0.0001497880814284838
# 0.1% FAP (bootstrap): 0.00018033995315617428
# Window applied: KaiserBessel
# frequency,power
1.31469588e-02,3.46800669e-05
1.31847374e-02,4.15093499e-05
1.32225161e-02,4.92572240e-05
1.32602947e-02,5.72179065e-05
1.32980733e-02,6.46348142e-05
1.33358519e-02,7.08361116e-05
1.33736305e-02,7.53773674e-05
1.34114091e-02,7.81505728e-05
1.34491878e-02,7.94204202e-05
1.34869664e-02,7.97692056e-05
1.35247450e-02,7.99616804e-05
1.35625236e-02,8.07660167e-05
1.36003022e-02,8.27760006e-05
1.36380808e-02,8.62727457e-05
1.36758595e-02,9.11497564e-05
1.37136381e-02,9.69118559e-05
1.37514167e-02,1.02748777e-04
1.37891953e-02,1.07674546e-04
1.38269739e-02,1.10710726e-04
1.38647526e-02,1.11077566e-04
1.39025312e-02,1.08349383e-04
1.39403098e-02,1.02536269e-04
1.39780884e-02,9.40738447e-05
1.40158670e-02,8.37292533e-05
1.40536456e-02,7.24540900e-05
1.40914243e-02,6.12253859e-05
1.41292029e-02,5.09119741e-05
1.41669815e-02,4.21891706e-05
1.42047601e-02,3.55060983e-05
1.42425387e-02,3.10939340e-05
1.42803173e-02,2.89944733e-05
1.43180960e-02,2.90891565e-05
1.43558746e-02,3.11175172e-05
1.43936532e-02,3.46864646e-05
1.44314318e-02,3.92815381e-05
1.44692104e-02,4.42938389e-05
1.45069890e-02,4.90706849e-05
1.45447677e-02,5.29874349e-05
1.45825463e-02,5.55276620e-05
1.46203249e-02,5.63534197e-05
1.46581035e-02,5.53484594e-05
1.46958821e-02,5.26235475e-05
1.47336607e-02,4.84822950e-05
1.47714394e-02,4.33553819e-05
1.48092180e-02,3.77189420e-05
1.48469966e-02,3.20168227e-05
1.48847752e-02,2.66050519e-05
1.49225538e-02,2.17292626e-05
1.49603325e-02,1.75336567e-05
1.49981111e-02,1.40880879e-05
1.50358897e-02,1.14139584e-05
1.50736683e-02,9.49395257e-06
1.51114469e-02,8.26367123e-06
1.51492255e-02,7.59771556e-06
1.51870042e-02,7.30927270e-06
1.52247828e-02,7.17571937e-06
1.52625614e-02,6.98665093e-06
1.53003400e-02,6.59540733e-06
1.53381186e-02,5.95090667e-06
1.53758972e-02,5.09612069e-06
1.54136759e-02,4.13636043e-06
1.54514545e-02,3.19394234e-06
1.54892331e-02,2.36876576e-06
1.55270117e-02,1.71744458e-06
1.55647903e-02,1.25304637e-06
1.56025689e-02,9.59299450e-07
1.56403476e-02,8.10163834e-07
1.56781262e-02,7.87533721e-07
1.57159048e-02,8.94641789e-07
1.57536834e-02,1.16732334e-06
1.57914620e-02,1.68543550e-06
1.58292406e-02,2.57974118e-06
1.58670193e-02,4.01906439e-06
1.59047979e-02,6.15960912e-06
1.59425765e-02,9.05399243e-06
1.59803551e-02,1.25499917e-05
1.60181337e-02,1.62378286e-05
1.60559124e-02,1.95021971e-05
1.60936910e-02,2.16893518e-05
1.61314696e-02,2.23310049e-05
1.61692482e-02,2.13203497e-05
1.62070268e-02,1.89484128e-05
1.62448054e-02,1.57800201e-05
1.62825841e-02,1.24348298e-05
1.63203627e-02,9.38472862e-06
1.63581413e-02,6.85699361e-06
