# Welch's power spectrum estimate
# Chosen Nyquist frequency: 0.2
# Rayleigh resolution: 0.00032236155369113673
# 6-dB main lobe half width (1/2 limiting resolution): 0.0035912120288300823
# Actual number of segments: 5
# Effective number of segments: 4.988474628218962
# Segment start and end points: [[0, 203], [101, 304], [203, 406], [304, 507], [405, 611]]
# Segments detrended: True
# Trend type: linear
# Window applied: BlackmanHarris
# Number of bootstrap iterations: 10000
# 5% FAP (bootstrap): 0.0004897159104923477
# 1% FAP (bootstrap): 0.000576032303070119
# 0.1% FAP (bootstrap): 0.0006686909239068843
# frequency,power
2.87096774e-02,1.54030067e-04
2.87634409e-02,1.50720998e-04
2.88172043e-02,1.48295557e-04
2.88709677e-02,1.46660768e-04
2.89247312e-02,1.45676554e-04
2.89784946e-02,1.45164508e-04
2.90322581e-02,1.44918464e-04
2.90860215e-02,1.44716426e-04
2.91397849e-02,1.44333241e-04
2.91935484e-02,1.43553406e-04
2.92473118e-02,1.42183400e-04
2.93010753e-02,1.40062916e-04
2.93548387e-02,1.37074434e-04
2.94086022e-02,1.33150612e-04
2.94623656e-02,1.28279099e-04
2.95161290e-02,1.22504459e-04
2.95698925e-02,1.15927083e-04
2.96236559e-02,1.08699059e-04
2.96774194e-02,1.01017151e-04
2.97311828e-02,9.31132267e-05
2.97849462e-02,8.52425606e-05
2.98387097e-02,7.76706131e-05
2.98924731e-02,7.06589651e-05
2.99462366e-02,6.44511592e-05
3.00000000e-02,5.92592234e-05
3.00537634e-02,5.52516146e-05
3.01075269e-02,5.25433379e-05
3.01612903e-02,6.01133775e-05
3.02150538e-02,7.21608774e-05
3.02688172e-02,8.60203121e-05
3.03225806e-02,8.76640470e-05
3.03763441e-02,8.07090558e-05
3.04301075e-02,7.39141648e-05
3.04838710e-02,6.73176605e-05
3.05376344e-02,7.11871565e-05
3.05913978e-02,7.55913065e-05
3.06451613e-02,7.95362749e-05
3.06989247e-02,8.27580423e-05
3.07526882e-02,8.50310519e-05
3.08064516e-02,8.61794482e-05
3.08602151e-02,8.60855369e-05
3.09139785e-02,8.46950337e-05
3.09677419e-02,8.20188603e-05
3.10215054e-02,7.81314482e-05
3.10752688e-02,7.31657216e-05
3.11290323e-02,6.73051153e-05
3.11827957e-02,6.07731588e-05
3.12365591e-02,5.38212899e-05
3.12903226e-02,4.67156027e-05
